age,job,marital,education,default,balance,housing,loan,day,month,duration
39,technician,married,secondary,no,251,yes,no,17,jul,342
31,blue-collar,divorced,secondary,no,-277,yes,no,17,jul,1008
26,services,single,secondary,no,-189,no,yes,17,jul,538
42,management,married,tertiary,no,4,yes,no,17,jul,795
27,services,single,secondary,no,1820,yes,no,17,jul,1027
33,self-employed,divorced,secondary,no,1904,yes,no,17,jul,1584
51,blue-collar,married,primary,no,201,yes,no,17,jul,582
33,admin.,married,secondary,no,0,yes,no,17,jul,1448
30,technician,single,tertiary,no,178,no,no,17,jul,656
52,housemaid,married,primary,no,3798,yes,no,17,jul,1208
42,blue-collar,divorced,primary,no,301,yes,no,17,jul,1175
31,management,divorced,tertiary,no,294,yes,no,17,jul,536
27,services,married,secondary,no,0,yes,no,17,jul,991
44,blue-collar,single,secondary,no,292,no,yes,17,jul,1153
40,entrepreneur,divorced,secondary,no,2998,yes,no,18,jul,623
46,housemaid,divorced,primary,no,2084,yes,no,18,jul,1081
32,services,divorced,secondary,no,454,yes,no,18,jul,978
56,technician,divorced,secondary,no,179,no,no,18,jul,536
33,blue-collar,married,secondary,no,661,yes,no,18,jul,968
33,blue-collar,married,secondary,no,89,yes,no,18,jul,278
32,self-employed,married,primary,no,102,yes,no,18,jul,560
41,blue-collar,divorced,primary,no,138,yes,no,18,jul,640
31,admin.,single,secondary,no,622,no,no,18,jul,420
30,admin.,divorced,secondary,no,10,yes,no,18,jul,658
34,admin.,divorced,secondary,no,-251,no,no,18,jul,641
43,entrepreneur,married,secondary,no,104,yes,no,18,jul,635
28,blue-collar,married,secondary,no,173,no,no,18,jul,588
32,admin.,divorced,secondary,no,-46,no,yes,18,jul,1373
31,blue-collar,divorced,secondary,no,0,yes,yes,18,jul,913
35,entrepreneur,single,tertiary,no,145,yes,no,18,jul,799
31,management,married,tertiary,no,325,yes,no,18,jul,1139
25,services,single,secondary,no,2311,no,yes,21,jul,1105
56,retired,divorced,tertiary,no,158,no,yes,21,jul,854
47,technician,married,secondary,no,1981,yes,no,21,jul,919
39,management,married,tertiary,no,1423,yes,no,21,jul,733
51,management,married,tertiary,no,2455,yes,no,21,jul,553
54,technician,divorced,secondary,no,859,no,yes,21,jul,710
58,retired,married,unknown,no,9004,no,no,21,jul,891
42,unemployed,married,unknown,no,970,yes,no,21,jul,691
56,services,married,primary,no,486,no,yes,21,jul,1877
55,housemaid,married,secondary,no,127,yes,no,21,jul,1130
26,blue-collar,single,primary,no,409,yes,no,21,jul,577
40,admin.,single,secondary,no,664,no,no,21,jul,1342
26,technician,single,secondary,no,223,no,yes,21,jul,1002
35,management,single,tertiary,no,-324,no,yes,21,jul,985
34,services,single,secondary,no,-30,no,no,21,jul,1360
41,management,single,tertiary,no,1253,no,no,21,jul,1134
44,management,married,primary,no,4758,yes,no,22,jul,712
33,management,single,tertiary,no,30,yes,no,22,jul,1077
36,management,divorced,tertiary,no,81,no,yes,22,jul,560
38,technician,married,secondary,no,0,yes,no,22,jul,1545
35,technician,married,tertiary,no,328,yes,no,22,jul,654
41,technician,single,tertiary,no,145,no,no,22,jul,1833
41,management,divorced,unknown,no,465,yes,no,22,jul,1508
28,blue-collar,married,secondary,no,751,yes,no,22,jul,598
26,services,married,secondary,no,-379,yes,yes,22,jul,1237
39,blue-collar,single,secondary,no,0,no,no,22,jul,864
25,admin.,married,unknown,no,349,yes,no,22,jul,1037
37,admin.,married,secondary,no,1110,yes,no,22,jul,802
25,management,married,secondary,no,2228,yes,no,23,jul,754
46,management,divorced,tertiary,no,2166,yes,no,23,jul,870
25,blue-collar,single,secondary,no,-247,yes,no,23,jul,633
28,technician,single,tertiary,no,-123,no,yes,23,jul,690
33,services,divorced,secondary,no,44,no,yes,23,jul,529
32,management,single,secondary,no,131,yes,yes,23,jul,1152
32,blue-collar,married,secondary,no,476,yes,no,23,jul,956
47,technician,single,secondary,no,1101,yes,no,23,jul,957
50,entrepreneur,married,tertiary,no,-168,yes,no,23,jul,1327
27,technician,married,secondary,no,-392,yes,no,23,jul,228
45,admin.,married,secondary,no,524,yes,no,23,jul,808
51,admin.,single,secondary,no,895,no,no,23,jul,638
36,admin.,married,secondary,no,212,yes,yes,23,jul,1201
51,self-employed,married,secondary,no,95,yes,no,23,jul,1309
33,services,single,tertiary,no,395,yes,no,23,jul,1359
59,technician,married,secondary,no,135,yes,yes,23,jul,416
38,entrepreneur,married,tertiary,no,0,no,no,23,jul,532
40,services,married,secondary,no,471,yes,no,24,jul,430
51,blue-collar,married,primary,no,603,yes,no,24,jul,853
41,entrepreneur,single,secondary,no,663,no,no,24,jul,1204
38,entrepreneur,married,secondary,no,593,yes,yes,24,jul,1484
31,management,married,tertiary,no,1224,yes,yes,24,jul,1441
28,admin.,single,secondary,no,2,yes,no,24,jul,454
41,blue-collar,married,secondary,yes,720,no,yes,24,jul,651
33,management,divorced,tertiary,no,990,yes,no,24,jul,1491
25,student,single,secondary,no,1747,yes,no,24,jul,903
45,admin.,divorced,secondary,no,59,yes,no,24,jul,873
31,blue-collar,married,primary,no,33,yes,no,24,jul,901
28,services,single,secondary,no,340,yes,no,24,jul,821
49,technician,divorced,secondary,no,305,no,no,24,jul,367
25,services,married,secondary,no,0,yes,no,24,jul,458
28,unemployed,single,tertiary,no,497,yes,no,24,jul,1602
54,retired,married,secondary,no,1371,no,no,25,jul,1492
28,technician,single,tertiary,no,1628,yes,no,25,jul,1422
27,technician,single,tertiary,no,372,yes,yes,25,jul,728
49,blue-collar,single,primary,no,566,yes,no,25,jul,979
53,blue-collar,married,primary,no,343,yes,no,25,jul,616
26,technician,single,secondary,no,941,no,yes,25,jul,784
37,services,married,secondary,no,775,no,yes,25,jul,1000
34,blue-collar,single,secondary,no,1759,no,yes,25,jul,695
51,retired,married,primary,no,1495,no,no,25,jul,1946
39,housemaid,married,secondary,no,1444,no,no,25,jul,362
35,technician,single,tertiary,no,470,yes,no,25,jul,743
51,unemployed,married,primary,no,1162,yes,no,25,jul,2015
30,management,single,tertiary,no,2,yes,yes,25,jul,1031
42,blue-collar,single,primary,no,1628,yes,no,25,jul,590
54,management,married,secondary,no,1134,yes,no,25,jul,1330
51,blue-collar,married,primary,no,0,yes,yes,25,jul,946
57,retired,divorced,primary,no,63,no,yes,25,jul,1448
30,management,married,tertiary,no,1221,yes,no,25,jul,279
37,blue-collar,single,secondary,no,5024,no,yes,25,jul,661
39,technician,married,secondary,no,10685,yes,no,25,jul,1369
35,technician,married,tertiary,no,1629,no,no,25,jul,653
48,management,married,secondary,no,268,yes,no,28,jul,458
31,management,married,tertiary,no,0,yes,yes,28,jul,664
35,self-employed,married,secondary,no,5613,yes,no,28,jul,699
48,housemaid,married,secondary,no,513,no,yes,28,jul,939
53,housemaid,married,primary,no,362,no,no,28,jul,1169
27,technician,single,secondary,no,3933,no,no,28,jul,837
55,technician,married,secondary,no,3899,yes,no,28,jul,596
40,services,married,secondary,no,473,yes,no,28,jul,383
40,self-employed,single,tertiary,no,1616,no,no,28,jul,1009
38,blue-collar,divorced,secondary,no,1817,yes,no,28,jul,1096
54,retired,single,secondary,no,129,no,yes,28,jul,867
54,technician,married,secondary,no,1938,no,yes,28,jul,551
50,admin.,single,secondary,no,133,no,no,28,jul,890
48,management,divorced,tertiary,no,2263,no,no,29,jul,874
41,services,married,unknown,no,1538,no,no,29,jul,710
51,blue-collar,divorced,primary,no,5,no,no,29,jul,600
42,technician,single,tertiary,no,2625,no,no,29,jul,2516
58,retired,divorced,secondary,no,1080,yes,no,29,jul,1058
47,unemployed,married,secondary,no,312,no,no,29,jul,884
58,admin.,married,secondary,no,145,yes,no,29,jul,616
41,blue-collar,married,secondary,no,-190,no,yes,29,jul,808
50,admin.,married,secondary,no,2678,no,no,30,jul,1011
46,housemaid,married,secondary,no,271,yes,no,30,jul,1013
44,blue-collar,married,secondary,no,0,no,no,30,jul,684
36,services,married,secondary,no,0,no,no,30,jul,843
58,management,divorced,secondary,no,3161,no,no,30,jul,542
44,unemployed,single,primary,yes,-4,no,yes,30,jul,788
49,entrepreneur,divorced,unknown,yes,-701,yes,no,30,jul,988
55,management,married,tertiary,no,-375,no,no,30,jul,814
52,unemployed,married,primary,no,959,no,no,30,jul,694
60,retired,divorced,secondary,no,1091,no,no,30,jul,441
41,services,married,unknown,yes,-1,no,yes,30,jul,1171
36,management,married,tertiary,no,96,no,no,30,jul,729
41,blue-collar,divorced,primary,no,0,no,no,30,jul,509
50,entrepreneur,married,tertiary,no,230,no,no,30,jul,1089
44,housemaid,married,primary,no,-156,no,yes,30,jul,1211
54,technician,married,secondary,no,114,no,no,30,jul,458
35,management,married,tertiary,no,-468,yes,no,30,jul,540
59,retired,divorced,secondary,no,679,no,no,30,jul,761
42,entrepreneur,married,unknown,no,206,yes,no,30,jul,695
27,management,single,tertiary,no,1,yes,no,30,jul,764
59,housemaid,divorced,primary,no,2518,no,no,30,jul,675
43,admin.,married,secondary,no,378,no,no,30,jul,782
39,technician,single,secondary,no,391,no,yes,30,jul,962
33,unemployed,married,secondary,no,-144,no,no,30,jul,481
36,self-employed,single,tertiary,no,1240,no,no,31,jul,812
35,blue-collar,divorced,primary,no,1792,yes,no,31,jul,630
50,blue-collar,married,unknown,no,2284,yes,no,31,jul,1088
55,technician,married,secondary,no,264,yes,yes,31,jul,1150
51,unemployed,divorced,tertiary,no,0,no,no,31,jul,574
48,entrepreneur,married,tertiary,yes,-392,no,no,31,jul,725
55,housemaid,divorced,primary,no,77,no,no,31,jul,463
30,services,married,secondary,no,48,yes,no,31,jul,662
53,blue-collar,married,primary,no,252,no,no,31,jul,727
40,blue-collar,married,secondary,no,1954,no,no,31,jul,1107
44,technician,married,primary,no,755,no,yes,31,jul,829
49,management,divorced,tertiary,no,755,no,no,31,jul,1212
40,admin.,married,secondary,no,341,no,no,31,jul,1142
58,unemployed,married,primary,no,1183,no,no,31,jul,1721
49,services,married,secondary,no,388,no,no,31,jul,1032
38,technician,married,secondary,no,1919,no,no,4,aug,846
51,housemaid,divorced,tertiary,no,1613,no,no,4,aug,870
36,management,divorced,tertiary,no,0,no,no,4,aug,1165
55,retired,married,secondary,no,0,no,no,4,aug,1110
43,technician,married,tertiary,no,0,no,no,4,aug,1488
60,management,divorced,secondary,no,0,no,no,5,aug,603
57,retired,married,secondary,no,466,no,no,5,aug,641
41,technician,married,tertiary,no,515,no,no,5,aug,837
50,technician,married,tertiary,no,2313,no,no,5,aug,553
53,blue-collar,married,secondary,no,-8,no,no,5,aug,794
59,retired,married,primary,no,1634,yes,yes,5,aug,836
59,housemaid,married,primary,no,100,no,no,5,aug,1134
52,unknown,married,unknown,no,5361,no,no,5,aug,607
58,management,divorced,tertiary,no,1257,no,no,5,aug,1536
59,retired,married,primary,no,3400,yes,no,5,aug,515
49,technician,single,secondary,no,1377,no,no,5,aug,935
33,management,divorced,tertiary,no,2885,no,no,5,aug,1051
55,blue-collar,married,primary,no,512,no,no,5,aug,1200
42,technician,married,tertiary,no,921,no,no,5,aug,531
52,services,married,secondary,no,1000,no,no,5,aug,766
38,technician,married,tertiary,no,202,no,no,5,aug,1311
55,technician,married,tertiary,no,169,no,yes,5,aug,618
49,technician,married,tertiary,no,3726,no,no,5,aug,875
56,technician,divorced,secondary,no,146,yes,no,5,aug,419
46,technician,married,secondary,no,940,no,no,5,aug,1227
57,retired,divorced,tertiary,no,734,no,no,6,aug,1357
61,retired,married,secondary,no,77,no,no,6,aug,455
45,admin.,married,secondary,no,925,no,no,6,aug,406
39,management,married,tertiary,no,1836,no,no,6,aug,902
46,admin.,married,secondary,no,660,no,no,6,aug,740
43,management,single,tertiary,no,1304,no,no,6,aug,501
34,services,married,secondary,no,2956,no,no,6,aug,835
35,management,divorced,tertiary,no,146,no,no,6,aug,720
36,management,divorced,tertiary,yes,36,no,no,6,aug,836
45,management,divorced,tertiary,no,1,no,no,6,aug,490
47,technician,married,secondary,no,2480,no,no,6,aug,763
42,technician,married,tertiary,no,14282,yes,no,6,aug,649
40,management,single,tertiary,no,0,no,no,6,aug,641
40,technician,divorced,secondary,no,311,no,no,6,aug,738
32,technician,married,secondary,no,560,no,no,6,aug,1044
33,technician,single,secondary,no,3059,no,yes,6,aug,482
32,self-employed,married,tertiary,no,1423,no,no,6,aug,1249
46,blue-collar,married,primary,no,874,no,no,6,aug,996
50,admin.,married,secondary,no,706,yes,no,6,aug,1250
51,blue-collar,married,primary,no,7098,no,no,6,aug,1471
30,management,single,tertiary,no,5389,no,no,6,aug,1456
39,technician,single,secondary,no,1104,no,no,7,aug,395
47,admin.,married,secondary,no,3070,no,no,7,aug,663
40,technician,divorced,secondary,no,0,no,no,7,aug,674
50,blue-collar,married,primary,no,4108,yes,no,7,aug,526
60,management,married,tertiary,no,0,no,no,7,aug,401
32,management,single,tertiary,no,4291,no,no,7,aug,1321
57,technician,married,tertiary,no,6822,no,no,7,aug,797
41,self-employed,married,tertiary,no,231,no,no,7,aug,352
50,technician,married,secondary,no,3176,no,no,7,aug,670
46,technician,divorced,secondary,no,-824,yes,no,7,aug,429
31,management,married,tertiary,no,676,no,no,7,aug,1182
36,technician,single,secondary,no,651,no,no,7,aug,876
45,technician,divorced,secondary,no,2657,no,no,7,aug,895
33,technician,divorced,secondary,no,801,no,no,7,aug,341
47,services,married,secondary,no,405,no,yes,8,aug,994
35,management,married,tertiary,no,82,no,no,8,aug,507
38,management,married,tertiary,no,179,no,no,8,aug,317
33,management,married,tertiary,no,1047,no,no,8,aug,512
44,technician,single,secondary,no,7138,no,no,8,aug,809
31,management,single,tertiary,no,165,no,yes,8,aug,523
31,management,single,tertiary,no,37,no,no,8,aug,669
49,services,married,secondary,no,823,no,no,8,aug,780
52,services,married,primary,no,1625,no,no,8,aug,459
31,technician,married,tertiary,no,120,no,no,8,aug,1000
35,management,married,tertiary,no,2957,yes,yes,8,aug,733
31,management,single,tertiary,no,2,no,no,8,aug,848
36,technician,divorced,secondary,no,1,no,no,8,aug,1242
39,management,married,tertiary,no,1795,no,no,8,aug,922
46,management,married,tertiary,no,4,no,no,8,aug,1206
48,blue-collar,married,primary,no,476,no,no,11,aug,856
36,management,married,tertiary,no,9,no,no,11,aug,386
30,management,married,tertiary,no,131,yes,no,11,aug,384
33,management,single,tertiary,no,1120,no,no,11,aug,1070
57,housemaid,married,primary,no,2785,no,no,11,aug,610
33,management,single,tertiary,no,0,no,no,11,aug,699
35,management,married,tertiary,no,43,no,no,11,aug,917
53,management,married,tertiary,no,0,no,no,11,aug,608
41,management,married,secondary,no,456,yes,no,11,aug,734
32,management,single,secondary,no,2018,no,no,11,aug,1238
41,management,married,tertiary,no,0,no,no,11,aug,1242
35,technician,single,secondary,no,354,no,no,11,aug,444
48,blue-collar,married,primary,no,719,no,yes,11,aug,418
34,management,married,tertiary,no,828,no,yes,11,aug,1080
47,blue-collar,married,secondary,no,2787,no,no,11,aug,479
46,unemployed,married,secondary,no,2551,no,no,12,aug,645
60,retired,married,secondary,no,2722,no,no,12,aug,506
39,management,married,secondary,no,1880,no,no,12,aug,768
57,blue-collar,married,primary,no,2112,no,no,12,aug,1134
36,unemployed,divorced,secondary,no,871,no,no,12,aug,396
30,management,married,secondary,no,850,no,no,12,aug,507
33,technician,married,secondary,no,3243,no,no,12,aug,439
30,management,married,tertiary,no,1567,yes,no,12,aug,1133
36,technician,single,secondary,yes,12,no,no,12,aug,587
49,blue-collar,married,primary,no,128,no,no,12,aug,696
49,blue-collar,married,secondary,no,553,no,no,12,aug,645
40,unemployed,divorced,secondary,no,1694,no,no,12,aug,473
49,blue-collar,married,primary,no,408,no,no,12,aug,559
38,management,married,tertiary,no,1223,no,no,12,aug,1092
31,management,single,tertiary,no,1858,no,no,12,aug,453
34,management,married,tertiary,no,520,yes,no,12,aug,1307
39,management,married,tertiary,no,271,yes,no,12,aug,1344
40,management,married,secondary,no,4396,no,no,12,aug,432
47,technician,married,secondary,no,568,yes,no,12,aug,1613
37,technician,single,secondary,no,3665,no,no,12,aug,664
44,technician,single,secondary,no,244,yes,no,12,aug,1735
55,management,married,tertiary,no,568,no,no,12,aug,940
40,technician,married,secondary,no,42,no,no,13,aug,1842
54,retired,married,primary,no,309,no,no,13,aug,969
35,technician,married,secondary,no,-180,no,yes,13,aug,823
32,technician,single,tertiary,no,34646,no,no,13,aug,618
36,management,divorced,tertiary,no,59,no,no,13,aug,526
37,management,married,tertiary,no,4436,no,no,13,aug,846
37,technician,single,secondary,no,-242,yes,no,13,aug,1149
50,self-employed,married,secondary,no,10052,no,no,13,aug,665
58,retired,married,tertiary,no,0,no,no,13,aug,641
52,technician,divorced,secondary,no,152,no,no,13,aug,404
31,management,married,tertiary,no,156,no,no,13,aug,657
40,management,married,tertiary,no,66,no,no,13,aug,737
34,management,single,tertiary,no,9827,yes,no,13,aug,871
53,services,married,secondary,no,6170,no,no,13,aug,838
43,management,married,tertiary,no,2383,no,no,13,aug,379
30,technician,single,tertiary,no,635,no,no,13,aug,851
34,technician,single,secondary,no,16,no,no,13,aug,990
48,admin.,divorced,secondary,no,362,no,no,13,aug,529
33,management,married,tertiary,no,191,no,no,13,aug,1148
37,management,single,tertiary,no,455,yes,no,13,aug,904
57,technician,divorced,secondary,no,3043,no,no,14,aug,707
55,retired,married,primary,no,3334,no,no,14,aug,632
34,technician,married,tertiary,no,8029,yes,no,14,aug,593
